state,killed,injured,KilledAndInjured,date,year
Illinois,1,3,4,11-Mar-18,2018
Illinois,1,4,5,04-Mar-18,2018
Illinois,0,4,4,21-Jan-18,2018
Indiana,3,2,5,22-Nov-18,2018
Indiana,1,3,4,24-Jun-18,2018
Indiana,1,4,5,10-Jun-18,2018
Indiana,0,4,4,20-May-18,2018
Indiana,0,6,6,11-Mar-18,2018
Indiana,2,3,5,28-Jan-18,2018
Iowa,0,0,0,01-Jan-18,2018
Kansas,0,4,4,23-Jun-18,2018
Kansas,1,7,8,17-Feb-18,2018
Kentucky,0,7,7,17-Mar-18,2018
Kentucky,5,0,5,10-Feb-18,2018
Kentucky,0,4,4,27-Jan-18,2018
Kentucky,2,14,16,23-Jan-18,2018
Louisiana,2,2,4,24-Dec-18,2018
Louisiana,1,3,4,11-Dec-18,2018
Louisiana,3,1,4,14-Nov-18,2018
Louisiana,0,4,4,18-Sep-18,2018
Louisiana,3,7,10,28-Jul-18,2018
Louisiana,0,4,4,25-Jul-18,2018
Louisiana,0,4,4,21-Jun-18,2018
Louisiana,0,4,4,27-May-18,2018
Louisiana,0,5,5,01-May-18,2018
Louisiana,2,4,6,22-Apr-18,2018
Louisiana,0,6,6,15-Apr-18,2018
Louisiana,2,2,4,04-Apr-18,2018
Louisiana,2,3,5,13-Feb-18,2018
Maine,0,0,0,01-Jan-18,2018
Maryland,0,5,5,18-Dec-18,2018
Maryland,4,3,7,20-Sep-18,2018
Maryland,4,1,5,17-Sep-18,2018
Maryland,0,4,4,23-Aug-18,2018
Maryland,0,4,4,21-Jul-18,2018
Maryland,0,4,4,14-Jul-18,2018
Maryland,0,6,6,30-Jun-18,2018
Maryland,5,0,5,28-Jun-18,2018
Maryland,0,4,4,14-May-18,2018
Massachusetts,0,4,4,09-Jun-18,2018
Michigan,1,3,4,31-Oct-18,2018
Michigan,0,4,4,10-Aug-18,2018
Michigan,0,4,4,29-Jul-18,2018
Michigan,0,4,4,24-Apr-18,2018
Michigan,0,5,5,01-Apr-18,2018
Michigan,1,4,5,11-Mar-18,2018
Michigan,5,0,5,26-Feb-18,2018
Michigan,4,3,7,11-Feb-18,2018
Minnesota,0,5,5,01-Nov-18,2018
Minnesota,1,3,4,07-Sep-18,2018
Minnesota,0,5,5,02-May-18,2018
Mississippi,1,7,8,20-May-18,2018
Mississippi,0,4,4,13-May-18,2018
Mississippi,0,6,6,05-Jan-18,2018
Missouri,4,1,5,28-Dec-18,2018
Missouri,1,6,7,23-Dec-18,2018
Missouri,0,4,4,21-Nov-18,2018
Missouri,3,2,5,01-Nov-18,2018
Missouri,0,4,4,13-Oct-18,2018
Missouri,0,4,4,22-Aug-18,2018
Missouri,0,4,4,10-Aug-18,2018
Missouri,0,6,6,04-Aug-18,2018
Missouri,1,5,6,03-Jul-18,2018
Missouri,0,4,4,11-May-18,2018
Missouri,0,4,4,09-May-18,2018
Missouri,3,1,4,25-Apr-18,2018
Missouri,0,4,4,31-Jan-18,2018
Missouri,2,2,4,11-Jan-18,2018
Montana,0,0,0,01-Jan-18,2018
Nebraska,1,6,7,02-Jun-18,2018
Nebraska,0,6,6,12-May-18,2018
Nebraska,0,4,4,09-May-18,2018
Nevada,0,4,4,22-Dec-18,2018
Nevada,3,1,4,14-Oct-18,2018
Nevada,0,4,4,12-Oct-18,2018
Nevada,0,6,6,04-Aug-18,2018
New Hampshire,0,0,0,01-Jan-18,2018
New Jersey,1,3,4,26-Oct-18,2018
New Jersey,2,2,4,02-Sep-18,2018
New Jersey,0,4,4,02-Sep-18,2018
New Jersey,0,4,4,08-Aug-18,2018
New Jersey,0,4,4,20-Jul-18,2018
New Jersey,0,5,5,30-Jun-18,2018
New Jersey,1,19,20,17-Jun-18,2018
New Jersey,0,4,4,12-May-18,2018
New Jersey,0,5,5,31-Mar-18,2018
New Jersey,0,4,4,29-Mar-18,2018
New Mexico,4,1,5,13-Nov-18,2018
New Mexico,1,3,4,04-Oct-18,2018
New York,0,5,5,08-Dec-18,2018
New York,0,5,5,03-Nov-18,2018
New York,0,4,4,22-Sep-18,2018
New York,0,5,5,20-Sep-18,2018
New York,0,4,4,18-Aug-18,2018
New York,0,4,4,05-Jul-18,2018
New York,0,4,4,05-Jul-18,2018
New York,2,2,4,02-Jul-18,2018
New York,1,4,5,14-Jun-18,2018
New York,0,4,4,12-Jun-18,2018
New York,0,5,5,02-Jun-18,2018
New York,1,4,5,02-May-18,2018
New York,1,3,4,03-Mar-18,2018
North Carolina,3,1,4,12-Nov-18,2018
North Carolina,1,6,7,24-Jun-18,2018
North Carolina,0,4,4,17-Jun-18,2018
North Carolina,0,4,4,09-Jun-18,2018
North Carolina,0,4,4,04-May-18,2018
North Carolina,1,3,4,29-Apr-18,2018
North Carolina,0,5,5,28-Apr-18,2018
North Carolina,4,3,7,18-Apr-18,2018
North Carolina,1,3,4,08-Apr-18,2018
North Carolina,3,1,4,09-Mar-18,2018
North Dakota,0,0,0,01-Jan-18,2018
Ohio,3,2,5,31-Dec-18,2018
Ohio,1,3,4,29-Dec-18,2018
Ohio,4,2,6,06-Sep-18,2018
Ohio,1,7,8,01-Sep-18,2018
Ohio,1,3,4,20-Aug-18,2018
Ohio,0,4,4,11-Aug-18,2018
Ohio,1,6,7,26-Jul-18,2018
Ohio,1,5,6,05-Jul-18,2018
Ohio,0,5,5,24-Jun-18,2018
Ohio,0,4,4,25-May-18,2018
Ohio,1,5,6,03-Feb-18,2018
Oklahoma,0,4,4,06-Oct-18,2018
Oklahoma,0,4,4,18-Jul-18,2018
Oklahoma,1,4,5,11-May-18,2018
Oklahoma,0,4,4,06-May-18,2018
Oklahoma,1,3,4,16-Feb-18,2018
Oregon,0,0,0,01-Jan-18,2018
Pennsylvania,0,4,4,13-Dec-18,2018
Pennsylvania,4,0,4,19-Nov-18,2018
Pennsylvania,11,7,18,27-Oct-18,2018
Pennsylvania,1,4,5,03-Oct-18,2018
Pennsylvania,2,2,4,28-Sep-18,2018
Pennsylvania,1,4,5,19-Sep-18,2018
Pennsylvania,0,4,4,23-Aug-18,2018
Pennsylvania,0,5,5,14-Aug-18,2018
Pennsylvania,0,4,4,12-Aug-18,2018
Pennsylvania,2,4,6,08-Aug-18,2018
Pennsylvania,0,4,4,29-Jul-18,2018
Pennsylvania,1,4,5,16-Jul-18,2018
Pennsylvania,1,3,4,22-Jun-18,2018
Pennsylvania,0,4,4,14-Jun-18,2018
Pennsylvania,1,4,5,09-Jun-18,2018
Pennsylvania,2,2,4,21-Apr-18,2018
Pennsylvania,5,0,5,28-Jan-18,2018
Pennsylvania,4,0,4,28-Jan-18,2018
Pennsylvania,0,4,4,23-Jan-18,2018
Rhode Island,0,0,0,01-Jan-18,2018
South Carolina,0,6,6,12-Oct-18,2018
South Carolina,2,6,8,03-Oct-18,2018
South Carolina,0,5,5,15-Aug-18,2018
South Carolina,3,2,5,31-May-18,2018
South Dakota,0,0,0,01-Jan-18,2018
Tennessee,0,4,4,26-Nov-18,2018
Tennessee,0,5,5,27-Oct-18,2018
Tennessee,5,0,5,15-Oct-18,2018
Tennessee,3,2,5,24-Sep-18,2018
Tennessee,0,4,4,18-Sep-18,2018
Tennessee,0,5,5,10-Sep-18,2018
Tennessee,1,4,5,25-Aug-18,2018
Tennessee,0,4,4,21-Aug-18,2018
Tennessee,1,4,5,20-Aug-18,2018
Tennessee,0,5,5,15-Jul-18,2018
Tennessee,0,5,5,12-Jul-18,2018
Tennessee,0,4,4,08-Jul-18,2018
Tennessee,0,4,4,23-Jun-18,2018
Tennessee,2,4,6,06-May-18,2018
Tennessee,0,4,4,29-Apr-18,2018
Tennessee,4,3,7,22-Apr-18,2018
Tennessee,0,5,5,17-Feb-18,2018
Tennessee,3,2,5,12-Jan-18,2018
Texas,1,3,4,25-Nov-18,2018
Texas,0,4,4,14-Oct-18,2018
Texas,4,1,5,13-Oct-18,2018
Texas,1,3,4,06-Oct-18,2018
Texas,0,4,4,02-Sep-18,2018
Texas,5,0,5,27-Jul-18,2018
Texas,0,6,6,26-Jul-18,2018
Texas,0,4,4,11-Jul-18,2018
Texas,0,4,4,27-Jun-18,2018
Texas,0,5,5,03-Jun-18,2018
Texas,10,13,23,18-May-18,2018
Texas,5,1,6,16-May-18,2018
Texas,1,3,4,02-Apr-18,2018
Texas,1,3,4,29-Mar-18,2018
Texas,0,5,5,18-Feb-18,2018
Utah,0,4,4,24-Mar-18,2018
Vermont,0,0,0,01-Jan-18,2018
Virginia,0,5,5,25-Aug-18,2018
Virginia,1,3,4,13-Jul-18,2018
Virginia,0,6,6,05-Jul-18,2018
Virginia,1,3,4,06-Apr-18,2018
Washington,1,3,4,21-Oct-18,2018
Washington,1,4,5,20-Jul-18,2018
Washington,2,2,4,29-Apr-18,2018
West Virginia,0,0,0,01-Jan-18,2018
Wisconsin,0,4,4,09-Dec-18,2018
Wisconsin,1,4,5,19-Sep-18,2018
Wisconsin,0,4,4,15-Sep-18,2018
Wisconsin,0,4,4,04-Aug-18,2018
Wyoming,0,0,0,01-Jan-18,2018
